DATE,labor_percent,total_emp_cons,new_private_house,GDP,p_saving_rate,PPI_Cement,permit,income,IPI_Cement,mortgage_rate,home_ow_rate,MSPUS,target,PPI_Concrete,all_Const_Emp,emratio,monthly_supply,unemployed_rate,house_st,population,new_private_hw_under
2008-03-01,66.1,7406.0,5417.011335417588,14706.538,2.9,208.9,967.0,12314.7,141.695,5.97,67.9,233900.0,167.904,5.247024072160486,867.3,62.7,10.5,5.1,1005.0,303707.0,1014.0
2008-04-01,65.9,7327.0,4460.000803205444,14865.701,2.4,210.4,1008.0,12302.6,141.7131,5.9175,68.1,235300.0,167.324,5.247024072160486,854.6,62.7,10.3,5.0,1013.0,303926.0,1009.0
2008-05-01,66.1,7274.0,5119.980555897879,14865.701,6.8,207.7,995.0,12879.3,137.6036,6.036,68.1,235300.0,167.021,5.243333058215277,840.8,62.5,10.5,5.4,973.0,304157.0,991.0
2008-06-01,66.1,7213.0,5119.980555897879,14865.701,4.6,204.1,1180.0,12661.0,134.7346,6.32,68.1,235300.0,166.537,5.243333058215277,824.8,62.4,10.5,5.6,1046.0,304396.0,975.0
2008-07-01,66.1,7160.0,4815.276710351075,14898.999,3.6,207.9,921.0,12514.8,135.0042,6.426,67.7,226500.0,165.713,5.245443876940969,812.7,62.2,10.5,5.8,923.0,304646.0,955.0
2008-08-01,66.1,7114.0,4432.895027852393,14898.999,3.1,207.9,858.0,12426.0,126.4443,6.4775,67.7,226500.0,164.277,5.255931650051599,800.3,62.0,10.5,6.1,844.0,304903.0,936.0
2008-09-01,66.0,7044.0,5220.489939252445,14898.999,3.9,207.5,797.0,12445.0,122.5937,6.0375,67.7,226500.0,161.912,5.258536496536192,782.5,61.9,10.5,6.1,820.0,305158.0,904.0
2008-10-01,66.0,6967.0,4639.704550264873,14608.209,4.9,207.8,736.0,12446.5,118.4615,6.2,67.5,222500.0,159.162999999999,5.288771953704505,766.4,61.7,10.5,6.5,777.0,305403.0,876.0
2008-11-01,65.9,6813.0,4754.7797174559855,14608.209,6.0,207.3,626.0,12387.1,110.4791,6.0875,67.5,222500.0,156.072,5.288771953704505,747.5,61.4,10.5,6.8,652.0,305620.0,842.0
2008-12-01,65.8,6701.0,4454.577056918756,14608.209,5.8,206.9,554.0,12238.5,103.7368,5.286,67.5,222500.0,152.545,5.288771953704505,732.4,61.0,10.5,7.3,560.0,305827.0,806.0
2009-01-01,65.7,6567.0,3172.4794402729617,14430.902,5.9,211.1,545.0,12125.6,95.2495,5.0475,67.4,208400.0,149.363,5.288771953704505,712.1,60.6,10.5,7.8,490.0,306035.0,783.0
2009-02-01,65.8,6446.0,3386.9684682695506,14430.902,5.4,207.2,558.0,12007.4,97.6872,5.13,67.4,208400.0,147.618,5.288771953704505,688.8,60.3,10.5,8.3,582.0,306237.0,756.0
2009-03-01,65.6,6291.0,3490.0608069776295,14430.902,5.8,205.1,513.0,11965.3,86.881,5.0025,67.4,208400.0,146.515,5.288771953704505,667.1,59.9,10.5,8.7,505.0,306438.0,717.0
2009-04-01,65.7,6154.0,3526.285583513767,14381.236,6.5,209.5,521.0,12009.4,81.9703,4.81,67.4,220900.0,146.942999999999,5.288771953704505,655.8,59.8,10.5,9.0,478.0,306645.0,677.0
2009-05-01,65.7,6100.0,3381.829814841478,14381.236,7.8,207.6,556.0,12179.6,78.8737,4.8575,67.4,220900.0,148.168999999999,5.288267030694535,643.9,59.6,9.3,9.4,540.0,306863.0,650.0
2009-06-01,65.7,6010.0,3274.2738575438575,14381.236,6.1,204.9,601.0,12042.9,78.7749,5.42,67.4,220900.0,149.797,5.288267030694535,634.9,59.4,8.5,9.5,585.0,307090.0,627.0
2009-07-01,65.5,5932.0,3274.2738575438575,14448.882,5.4,203.1,595.0,11998.4,79.6953,5.222,67.4,214300.0,150.749,5.288267030694535,629.1,59.3,7.9,9.5,594.0,307322.0,611.0
2009-08-01,65.4,5855.0,3248.766250638884,14448.882,4.4,202.1,616.0,12011.2,77.1998,5.1925,67.4,214300.0,150.668999999999,5.288267030694535,620.8,59.1,7.5,9.6,586.0,307570.0,588.0
2009-09-01,65.1,5787.0,2890.882134632879,14448.882,5.5,201.9,609.0,12061.1,76.367,5.0575,67.4,214300.0,149.628,5.288267030694535,612.8,58.7,7.8,9.6,585.0,307826.0,576.0
2009-10-01,65.0,5716.0,3015.960573519864,14651.249,5.1,200.6,583.0,12069.4,67.7512,4.952,67.2,219000.0,148.585,5.288267030694535,606.4,58.5,7.4,9.6,534.0,308071.0,554.0
2009-11-01,65.0,5696.0,3515.928166451602,14651.249,5.5,199.9,623.0,12129.6,74.3749,4.875,67.2,219000.0,147.939,5.288267030694535,602.3,58.6,7.6,9.6,588.0,308289.0,532.0
2009-12-01,64.6,5654.0,3036.068977703523,14651.249,5.4,198.5,664.0,12188.2,69.8002,4.93,67.2,219000.0,146.664,5.288267030694535,596.2,58.3,8.0,9.6,581.0,308495.0,517.0
2010-01-01,64.8,5580.0,2732.321230869895,14764.61,5.6,198.4,636.0,12267.7,68.4778,5.03,67.2,222900.0,145.003,5.285738584341177,583.1,58.5,8.1,9.6,614.0,308706.0,501.0
2010-02-01,64.9,5500.0,2639.0159943342246,14764.61,5.3,197.9,650.0,12267.6,66.3508,4.99,67.2,222900.0,143.053,5.285738584341177,578.3,58.5,8.3,9.6,604.0,308904.0,493.0
2010-03-01,64.9,5537.0,2468.8300494800537,14764.61,5.3,196.3,687.0,12330.9,74.3844,4.9675,67.2,222900.0,143.597,5.285738584341177,580.3,58.5,7.1,9.6,636.0,309095.0,492.0
2010-04-01,65.2,5553.0,2970.8128169477477,14980.193,6.0,194.6,637.0,12441.8,83.5931,5.098,66.9,219500.0,145.404,5.2832037287379885,579.8,58.7,6.2,9.6,687.0,309289.0,488.0
2010-05-01,64.9,5520.0,2796.5248785112444,14980.193,6.4,193.3,575.0,12543.7,81.0539,4.8875,66.9,219500.0,147.04,5.2832037287379885,578.1,58.6,9.3,9.6,583.0,309485.0,476.0
2010-06-01,64.6,5516.0,3776.6302833899954,14980.193,6.2,192.3,587.0,12550.7,79.9611,4.7375,66.9,219500.0,147.706,5.2832037287379885,577.2,58.5,8.3,9.4,536.0,309691.0,447.0
2010-07-01,64.6,5508.0,2168.2840688934402,15141.607,6.1,191.7,579.0,12588.7,78.0626,4.564,66.7,224100.0,147.566,5.2832037287379885,570.2,58.5,8.9,9.4,546.0,309913.0,443.0
2010-08-01,64.7,5524.0,2262.8632295093284,15141.607,6.2,191.5,580.0,12652.9,80.8866,4.4275,66.7,224100.0,146.431,5.2832037287379885,568.7,58.6,8.8,9.5,599.0,310146.0,444.0
2010-09-01,64.6,5501.0,2454.3469990345625,15141.607,6.1,190.8,563.0,12673.4,80.733,4.346,66.7,224100.0,144.612,5.2832037287379885,568.0,58.5,7.6,9.5,594.0,310385.0,439.0
2010-10-01,64.4,5508.0,2324.7600541184197,15309.474,5.9,190.0,558.0,12723.6,82.9329,4.225,66.5,224300.0,143.132999999999,5.2832037287379885,563.3,58.3,8.2,9.4,543.0,310612.0,436.0
2010-11-01,64.6,5506.0,2074.507057745379,15309.474,5.8,188.5,560.0,12765.5,82.6805,4.3,66.5,224300.0,141.822999999999,5.2832037287379885,560.8,58.2,8.2,9.6,545.0,310820.0,431.0
2010-12-01,64.3,5467.0,2135.369780967632,15309.474,6.2,187.9,632.0,12873.1,80.3226,4.714,66.5,224300.0,140.632,5.2832037287379885,559.7,58.3,7.0,9.3,539.0,311020.0,427.0
2011-01-01,64.2,5427.0,1926.1873698034701,15351.448,6.6,185.8,576.0,13080.7,79.0521,4.755,66.5,226900.0,139.04,5.2832037287379885,556.9,58.3,7.3,9.1,630.0,311204.0,431.0
2011-02-01,64.1,5451.0,2372.5943104076564,15351.448,6.9,185.4,542.0,13155.6,82.803,4.9525,66.5,226900.0,137.735,5.2832037287379885,559.0,58.4,8.1,9.0,517.0,311373.0,424.0
2011-03-01,64.2,5477.0,2258.1155425769157,15351.448,6.3,186.5,583.0,13178.2,80.3605,4.836,66.5,226900.0,137.787999999999,5.2832037287379885,562.4,58.4,7.2,9.0,600.0,311551.0,420.0
2011-04-01,64.2,5485.0,2060.511023658449,15557.539,6.3,189.0,581.0,13212.8,80.2154,4.84,66.0,228100.0,139.16,5.2832037287379885,563.5,58.4,6.7,9.1,554.0,311740.0,417.0
2011-05-01,64.1,5516.0,2060.511023658449,15557.539,6.3,188.0,618.0,13239.1,83.0405,4.6375,66.0,228100.0,140.694,5.297316866214453,560.1,58.3,6.6,9.0,561.0,311935.0,415.0
2011-06-01,64.0,5528.0,2201.2966085034204,15557.539,6.5,186.9,636.0,13295.7,85.5086,4.51,66.0,228100.0,141.946,5.297316866214453,567.5,58.2,6.6,9.1,608.0,312147.0,416.0
2011-07-01,64.0,5547.0,2464.0005100044214,15647.68,6.7,188.6,621.0,13375.8,86.6224,4.545,66.1,223500.0,142.343,5.297316866214453,565.1,58.2,6.7,9.0,623.0,312372.0,417.0
2011-08-01,64.1,5552.0,2367.8023034479893,15647.68,6.7,187.8,647.0,13400.3,88.4423,4.27,66.1,223500.0,141.787,5.297316866214453,564.4,58.3,6.5,9.0,585.0,312605.0,414.0
2011-09-01,64.2,5584.0,2315.2161906292013,15647.68,6.4,189.3,610.0,13401.5,87.5078,4.106,66.1,223500.0,140.168999999999,5.297316866214453,565.6,58.4,6.3,9.0,650.0,312842.0,417.0
2011-10-01,64.1,5588.0,2140.065772138309,15842.259,6.3,180.8,671.0,13406.4,88.3034,4.0675,65.9,221100.0,138.411,5.3003153692107094,571.7,58.4,6.0,8.8,610.0,313060.0,422.0
2011-11-01,64.1,5593.0,2229.670590246631,15842.259,6.4,181.9,706.0,13419.7,87.7571,3.9925,65.9,221100.0,136.667,5.3003153692107094,571.9,58.6,5.7,8.6,711.0,313260.0,433.0
2011-12-01,64.0,5611.0,2348.6533059545936,15842.259,7.2,182.5,697.0,13548.9,92.3676,3.958,65.9,221100.0,135.168,5.299816242671772,575.0,58.6,5.3,8.5,694.0,313454.0,434.0
2012-01-01,63.7,5626.0,2041.8786127649148,16068.805,7.4,185.4,712.0,13631.6,95.8403,3.915,65.6,238400.0,134.168,5.299816242671772,575.2,58.4,5.3,8.3,723.0,313636.0,441.0
2012-02-01,63.8,5629.0,2116.606081638872,16068.805,7.3,185.8,738.0,13731.1,95.3474,3.89,65.6,238400.0,133.997,5.299816242671772,576.8,58.5,4.8,8.3,704.0,313811.0,450.0
2012-03-01,63.8,5625.0,2215.474693638151,16068.805,7.6,185.2,806.0,13798.5,93.6095,3.954,65.6,238400.0,135.865,5.299816242671772,573.0,58.5,4.9,8.2,695.0,313993.0,458.0
2012-04-01,63.7,5618.0,2643.9108995756123,16207.115,7.9,187.2,732.0,13868.1,94.8689,3.91,65.6,238700.0,138.471,5.299816242671772,572.0,58.4,4.9,8.2,753.0,314176.0,463.0
2012-05-01,63.7,5604.0,2425.4311700090357,16207.115,7.9,188.7,796.0,13850.3,92.7701,3.798,65.6,238700.0,141.048,5.307277107919509,574.0,58.5,4.7,8.2,708.0,314368.0,474.0
2012-06-01,63.8,5621.0,2420.6184079888694,16207.115,7.9,188.8,794.0,13837.1,91.4465,3.675,65.6,238700.0,143.168999999999,5.3067814449601665,576.2,58.6,4.8,8.2,757.0,314576.0,486.0
2012-07-01,63.7,5632.0,2668.4120483950946,16319.541,7.0,188.3,849.0,13752.9,90.0581,3.55,65.4,248800.0,144.282,5.3067814449601665,583.4,58.5,4.6,8.2,740.0,314796.0,490.0
2012-08-01,63.5,5648.0,2707.7056982874597,16319.541,6.7,189.0,840.0,13768.5,90.1465,3.602,65.4,248800.0,144.705,5.3067814449601665,584.8,58.4,4.6,8.1,754.0,315031.0,495.0
2012-09-01,63.6,5661.0,2551.213960675692,16319.541,7.2,189.1,930.0,13914.1,89.7802,3.4975,65.4,248800.0,144.358,5.3067814449601665,586.5,58.7,4.5,7.8,847.0,315264.0,511.0
2012-10-01,63.8,5674.0,2935.7905666552547,16420.419,7.8,188.8,887.0,14049.2,91.4772,3.3825,65.3,251700.0,143.968,5.3067814449601665,582.7,58.8,4.9,7.8,915.0,315485.0,520.0
2012-11-01,63.6,5684.0,2629.2315243615544,16420.419,8.7,189.1,917.0,14230.7,95.9137,3.352,65.3,251700.0,143.961,5.3067814449601665,590.9,58.7,4.6,7.7,833.0,315692.0,534.0
2012-12-01,63.7,5724.0,2673.317588774187,16420.419,10.9,188.3,941.0,14581.4,96.1474,3.345,65.3,251700.0,143.869,5.3067814449601665,594.7,58.7,4.5,7.9,976.0,315877.0,551.0
2013-01-01,63.7,5746.0,2856.0475727361513,16648.189,4.9,194.7,940.0,13880.4,98.907,3.414,65.2,258400.0,144.313,5.310245937413311,595.6,58.6,4.0,8.0,888.0,316038.0,559.0
2013-02-01,63.4,5784.0,2930.7940460245873,16648.189,4.7,194.4,980.0,13902.0,100.6487,3.5325,65.2,258400.0,145.162999999999,5.310245937413311,597.9,58.6,4.1,7.7,962.0,316191.0,581.0
2013-03-01,63.3,5802.0,3371.5571011401553,16648.189,4.8,194.6,936.0,13932.2,100.5747,3.565,65.2,258400.0,147.962,5.310245937413311,601.9,58.5,4.2,7.5,1010.0,316357.0,596.0
2013-04-01,63.4,5796.0,2846.110078645622,16728.687,5.1,196.2,1012.0,13974.9,95.5687,3.445,65.1,268100.0,150.969,5.322033893165353,607.6,58.6,4.4,7.6,835.0,316535.0,606.0
2013-05-01,63.4,5829.0,2826.25550095264,16728.687,5.3,197.5,1003.0,14052.5,99.5607,3.536,65.1,268100.0,153.86,5.322033893165353,610.4,58.6,4.6,7.5,930.0,316729.0,620.0
2013-06-01,63.4,5855.0,2965.8046568363543,16728.687,5.4,197.5,942.0,14083.9,101.1157,4.07,65.1,268100.0,156.428,5.322033893165353,610.8,58.6,4.1,7.5,839.0,316934.0,629.0
2013-07-01,63.3,5859.0,3208.035713260233,16953.838,5.2,197.2,997.0,14072.0,101.9294,4.37,65.2,264800.0,158.287999999999,5.322033893165353,610.6,58.7,5.5,7.3,880.0,317156.0,640.0
2013-08-01,63.3,5878.0,3111.707521033811,16953.838,5.2,197.7,964.0,14117.3,103.143,4.456,65.2,264800.0,159.396,5.312220271717028,613.8,58.7,5.5,7.2,917.0,317397.0,654.0
2013-09-01,63.2,5910.0,3167.406325091324,16953.838,5.3,197.6,1004.0,14181.7,105.1505,4.49,65.2,264800.0,159.675,5.312220271717028,615.1,58.7,5.4,7.2,850.0,317635.0,661.0
2013-10-01,62.8,5931.0,3294.708048863507,17192.019,4.7,197.9,1044.0,14152.3,103.4174,4.192,65.1,273600.0,159.558,5.312220271717028,621.2,58.3,4.9,7.2,925.0,317864.0,670.0
2013-11-01,63.0,5963.0,3490.0608069776295,17192.019,4.5,198.0,1029.0,14209.6,100.2048,4.255,65.1,273600.0,159.365,5.312220271717028,625.8,58.6,5.0,6.9,1100.0,318076.0,687.0
2013-12-01,62.9,5932.0,3177.5541466318828,17192.019,4.5,197.4,1005.0,14266.5,99.2019,4.4575,65.1,273600.0,159.282,5.312220271717028,628.6,58.7,5.2,6.7,1002.0,318276.0,707.0
2014-01-01,62.9,5985.0,3484.891834377956,17197.738,5.2,200.8,976.0,14369.2,96.8279,4.432,64.9,275200.0,159.37,5.337538079701318,632.4,58.8,5.1,6.6,888.0,318464.0,713.0
2014-02-01,62.9,6007.0,3682.357205932406,17197.738,5.3,199.2,1039.0,14456.4,96.6639,4.3025,64.9,275200.0,159.872,5.337538079701318,641.6,58.7,5.3,6.7,944.0,318642.0,714.0
2014-03-01,63.1,6038.0,3771.3806587883237,17197.738,5.2,199.3,1067.0,14555.0,98.2095,4.3425,64.9,275200.0,161.189,5.337538079701318,642.4,58.9,5.6,6.7,970.0,318827.0,726.0
2014-04-01,62.8,6084.0,3464.2309867016315,17518.508,5.4,207.0,1090.0,14624.5,99.8622,4.3375,64.8,288000.0,162.969,5.337538079701318,650.5,58.9,5.7,6.2,1043.0,319020.0,743.0
2014-05-01,62.9,6109.0,3760.8857082199625,17518.508,5.6,207.1,1018.0,14689.5,103.247,4.192,64.8,288000.0,164.684,5.337538079701318,650.0,58.9,5.2,6.3,1007.0,319225.0,754.0
2014-06-01,62.8,6133.0,3289.59716479278,17518.508,5.6,207.0,1010.0,14760.1,102.0049,4.1625,64.8,288000.0,166.214,5.337538079701318,657.1,59.0,5.7,6.1,911.0,319438.0,771.0
2014-07-01,62.9,6178.0,3490.0608069776295,17804.228,5.5,207.0,1076.0,14821.1,104.798,4.13,64.3,281000.0,167.138,5.337538079701318,665.1,59.0,6.2,6.2,1085.0,319670.0,790.0
2014-08-01,62.9,6210.0,3850.274764172906,17804.228,5.3,207.8,1047.0,14894.2,103.4822,4.115,64.3,281000.0,167.452,5.337538079701318,669.8,59.0,5.4,6.1,984.0,319919.0,793.0
2014-09-01,62.8,6242.0,4206.500086907343,17804.228,5.5,208.8,1077.0,14951.2,106.4102,4.1625,64.3,281000.0,167.243,5.337538079701318,677.3,59.1,5.4,5.9,1023.0,320166.0,797.0
2014-10-01,62.9,6259.0,3913.619404713451,17912.079,5.4,210.5,1094.0,15022.7,107.4771,4.036,63.9,298900.0,166.910999999999,5.337538079701318,674.1,59.3,5.3,5.7,1074.0,320403.0,806.0
2014-11-01,62.9,6272.0,3614.5635481203403,17912.079,5.6,210.3,1059.0,15094.0,99.994,3.9975,63.9,298900.0,166.659,5.337538079701318,676.7,59.2,5.7,5.8,1001.0,320616.0,814.0
2014-12-01,62.8,6293.0,4099.51949828695,17912.079,6.0,210.0,1072.0,15170.9,107.8144,3.864,63.9,298900.0,166.460999999999,5.338018733399589,672.6,59.3,5.1,5.6,1073.0,320815.0,826.0
2015-01-01,62.9,6320.0,4094.184695410459,18063.529,6.3,217.3,1049.0,15230.8,108.0196,3.67,63.8,289200.0,166.250999999999,5.343290732190768,680.1,59.3,4.8,5.7,1085.0,320997.0,830.0
2015-02-01,62.7,6361.0,3614.5635481203403,18063.529,6.4,217.7,1127.0,15313.3,98.3234,3.71,63.8,289200.0,166.632999999999,5.343290732190768,680.4,59.2,4.5,5.5,886.0,321164.0,830.0
2015-03-01,62.6,6334.0,3192.7877973449245,18063.529,5.9,217.3,1072.0,15314.2,98.0626,3.77,63.8,289200.0,168.09,5.343290732190768,682.1,59.2,5.1,5.4,960.0,321344.0,843.0
2015-04-01,62.8,6392.0,4346.375292224547,18279.784,5.9,225.0,1166.0,15373.5,102.8839,3.672,63.5,289100.0,169.97,5.3442462984364365,684.7,59.3,4.9,5.4,1190.0,321538.0,868.0
2015-05-01,62.9,6427.0,4405.821714900824,18279.784,5.8,224.4,1272.0,15442.7,104.7122,3.84,63.5,289100.0,171.85,5.3442462984364365,690.0,59.4,5.0,5.6,1079.0,321740.0,878.0
2015-06-01,62.7,6441.0,4136.901185015492,18279.784,5.7,223.7,1379.0,15479.0,107.4307,3.9825,63.5,289100.0,173.451,5.3442462984364365,688.5,59.4,5.4,5.3,1205.0,321954.0,896.0
2015-07-01,62.6,6472.0,4276.3255410178635,18401.626,5.6,223.9,1140.0,15518.6,112.8845,4.046,63.6,295800.0,174.495999999999,5.3442462984364365,697.7,59.3,5.2,5.2,1146.0,322186.0,908.0
2015-08-01,62.6,6490.0,4201.13825286035,18401.626,5.6,224.8,1165.0,15550.5,114.3793,3.905,63.6,295800.0,174.938,5.3442462984364365,698.2,59.4,5.0,5.1,1130.0,322427.0,921.0
2015-09-01,62.4,6508.0,4557.848538320986,18401.626,5.8,224.1,1144.0,15570.5,114.5231,3.89,63.6,295800.0,175.045,5.3442462984364365,699.8,59.2,5.9,5.0,1224.0,322670.0,939.0
2015-10-01,62.5,6547.0,4260.19198538424,18435.137,5.8,224.3,1160.0,15608.0,113.241,3.796,63.7,302500.0,175.051,5.3442462984364365,702.6,59.3,5.6,5.0,1058.0,322901.0,943.0
2015-11-01,62.5,6598.0,4340.978937073762,18435.137,5.6,223.8,1244.0,15615.4,112.7522,3.9425,63.7,302500.0,175.143,5.3442462984364365,708.9,59.4,5.5,5.1,1172.0,323113.0,962.0
2015-12-01,62.7,6630.0,4465.425843183923,18435.137,5.8,224.1,1211.0,15668.4,119.8456,3.964,63.7,302500.0,175.117,5.3442462984364365,712.9,59.6,5.1,5.0,1146.0,323318.0,970.0
2016-01-01,62.7,6631.0,4645.171755773443,18525.933,6.1,231.5,1171.0,15695.5,116.7888,3.8725,63.5,299800.0,175.037999999999,5.374352052824034,714.2,59.7,5.6,4.8,1092.0,323509.0,968.0
2016-02-01,62.8,6640.0,4541.511708542132,18525.933,5.6,229.3,1172.0,15695.9,119.0626,3.66,63.5,299800.0,175.283,5.374352052824034,717.0,59.8,5.5,4.9,1225.0,323687.0,982.0
2016-03-01,63.0,6678.0,4357.171943949519,18525.933,5.9,229.6,1118.0,15731.6,118.9009,3.694,63.5,299800.0,176.602999999999,5.375278407684165,720.5,59.8,5.5,5.0,1111.0,323871.0,987.0
2016-04-01,62.9,6702.0,4046.232923076755,18711.702,5.5,233.4,1160.0,15758.9,109.6192,3.605,63.1,306000.0,178.497,5.378513908542313,726.2,59.7,5.0,5.1,1163.0,324061.0,998.0
2016-05-01,62.7,6689.0,4340.978937073762,18711.702,5.3,233.2,1205.0,15777.2,107.7492,3.6,63.1,306000.0,180.345,5.378513908542313,726.8,59.7,5.1,4.8,1148.0,324260.0,1010.0
2016-06-01,62.7,6701.0,4936.717809986612,18711.702,4.9,233.7,1208.0,15821.4,110.7745,3.568,63.1,306000.0,181.917,5.378513908542313,727.4,59.7,5.3,4.9,1203.0,324476.0,1016.0
2016-07-01,62.8,6735.0,4732.818080521758,18892.639,5.1,235.4,1198.0,15891.5,105.8163,3.44,63.4,303800.0,183.02,5.378513908542313,728.1,59.8,4.5,4.8,1239.0,324697.0,1033.0
2016-08-01,62.9,6736.0,4634.238607765778,18892.639,5.1,235.1,1201.0,15931.3,105.2523,3.435,63.4,303800.0,183.658,5.378513908542313,734.3,59.8,5.0,4.9,1171.0,324924.0,1038.0
2016-09-01,62.9,6768.0,4530.626884805079,18892.639,5.1,234.9,1303.0,15999.1,105.2719,3.46,63.4,303800.0,183.947999999999,5.378513908542313,744.9,59.7,5.2,5.0,1068.0,325155.0,1038.0
2016-10-01,62.8,6799.0,4721.844745656391,19089.379,5.3,234.7,1254.0,16059.4,106.2018,3.47,63.5,310900.0,184.022,5.378513908542313,743.8,59.7,5.2,4.9,1313.0,325368.0,1053.0
2016-11-01,62.7,6823.0,5694.500445897046,19089.379,5.4,234.9,1230.0,16107.6,107.0915,3.77,63.5,310900.0,184.234,5.378513908542313,744.0,59.7,5.2,4.7,1140.0,325562.0,1042.0
2016-12-01,62.7,6818.0,4892.488830316804,19089.379,5.0,233.9,1248.0,16182.5,103.4522,4.198,63.5,310900.0,184.405999999999,5.378513908542313,741.9,59.7,5.4,4.7,1252.0,325742.0,1057.0
2017-01-01,62.8,6840.0,4782.259754919658,19280.084,5.3,238.9,1296.0,16293.3,103.6667,4.15,63.6,313100.0,184.657,5.38632824387075,744.3,59.9,5.4,4.7,1190.0,325901.0,1063.0
2017-02-01,62.9,6881.0,5153.441081842369,19280.084,5.6,239.4,1237.0,16363.5,109.3678,4.1675,63.6,313100.0,185.023,5.38632824387075,747.6,60.0,5.3,4.6,1271.0,326050.0,1070.0
2017-03-01,62.9,6902.0,5147.861360626782,19280.084,5.6,239.3,1273.0,16415.1,104.1273,4.196,63.6,313100.0,186.532,5.38541207339897,746.5,60.2,5.0,4.4,1190.0,326207.0,1071.0
2017-04-01,63.0,6916.0,4716.359952202673,19438.643,5.7,245.3,1239.0,16476.0,99.4783,4.045,63.9,318200.0,188.546,5.394536224288579,745.1,60.2,5.4,4.4,1146.0,326371.0,1075.0
2017-05-01,62.8,6931.0,5276.493367388931,19438.643,6.3,245.5,1205.0,16573.2,98.5261,4.01,63.9,318200.0,190.543,5.394536224288579,747.2,60.1,5.1,4.4,1157.0,326548.0,1071.0
2017-06-01,62.8,6962.0,5649.011062674338,19438.643,6.0,245.4,1353.0,16604.0,98.5578,3.904,63.9,318200.0,192.271,5.394536224288579,747.5,60.1,5.3,4.3,1249.0,326743.0,1073.0
2017-07-01,62.9,6968.0,5293.317207534448,19692.595,6.0,245.6,1254.0,16665.9,96.7684,3.9675,63.9,320500.0,193.516,5.394536224288579,753.2,60.2,5.8,4.3,1206.0,326939.0,1075.0
2017-08-01,62.9,7002.0,4925.653250793897,19692.595,6.1,245.6,1336.0,16733.7,96.8806,3.88,63.9,320500.0,194.351,5.428028973069694,752.7,60.1,6.1,4.4,1159.0,327140.0,1083.0
2017-09-01,63.1,7013.0,4958.861517064376,19692.595,5.9,244.7,1277.0,16841.9,96.879,3.805,63.9,320500.0,194.822,5.517452896464707,752.2,60.4,5.3,4.3,1181.0,327342.0,1093.0
2017-10-01,62.7,7031.0,5422.647074660679,20037.088,6.0,243.8,1360.0,16930.8,98.9506,3.895,64.0,337900.0,195.089,5.517452896464707,759.7,60.1,5.5,4.2,1257.0,327528.0,1101.0
2017-11-01,62.7,7068.0,5343.851600764643,20037.088,5.6,243.4,1295.0,16997.5,101.8784,3.922,64.0,337900.0,195.457,5.517452896464707,763.3,60.1,4.8,4.2,1273.0,327699.0,1107.0
2017-12-01,62.7,7091.0,5445.201512701402,20037.088,5.0,243.3,1312.0,17058.2,102.0626,3.95,64.0,337900.0,195.852,5.517452896464707,772.5,60.1,5.6,4.1,1177.0,327848.0,1100.0
2018-01-01,62.7,7093.0,5490.365347812352,20328.553,5.7,246.8,1311.0,17141.7,100.0281,4.0325,64.2,331800.0,196.119,5.446306244261486,776.7,60.1,6.0,4.0,1299.0,327969.0,1105.0
2018-02-01,63.0,7184.0,5945.95867645652,20328.553,5.8,246.6,1331.0,17204.1,101.3911,4.33,64.2,331800.0,196.908,5.446306244261486,785.2,60.4,5.7,4.1,1277.0,328085.0,1109.0
2018-03-01,62.9,7194.0,5338.23202189313,20328.553,5.9,246.5,1381.0,17268.2,100.3022,4.444,64.2,331800.0,198.576,5.486869473092628,787.9,60.4,5.2,4.0,1318.0,328219.0,1121.0
2018-04-01,62.9,7212.0,5580.911574555003,20580.912,6.0,248.1,1365.0,17328.7,102.4601,4.4675,64.5,315600.0,200.619,5.495937960631161,792.9,60.4,5.6,4.0,1276.0,328364.0,1124.0
2018-05-01,62.9,7274.0,5797.111987832477,20580.912,6.0,249.2,1331.0,17404.4,105.2745,4.586,64.5,315600.0,202.457,5.5053315359323625,798.1,60.5,5.5,3.8,1357.0,328521.0,1131.0
2018-06-01,63.0,7292.0,5512.974653085083,20580.912,6.3,251.0,1338.0,17488.4,103.0784,4.57,64.5,315600.0,204.047,5.5053315359323625,802.2,60.5,5.8,4.0,1192.0,328692.0,1126.0
2018-07-01,63.0,7318.0,5164.6040782940945,20798.73,6.5,250.3,1333.0,17587.6,103.6884,4.5275,64.4,330900.0,204.954,5.50573795739701,803.0,60.6,6.0,3.8,1208.0,328863.0,1127.0
2018-08-01,62.6,7347.0,5797.111987832477,20798.73,6.6,249.6,1293.0,17664.0,103.0046,4.55,64.4,330900.0,205.332,5.527840524826286,802.1,60.3,6.5,3.8,1288.0,329040.0,1129.0
2018-09-01,62.8,7375.0,5371.966866762367,20798.73,6.8,249.7,1320.0,17693.5,100.7646,4.6275,64.4,330900.0,205.378,5.527840524826286,803.8,60.4,6.6,3.7,1250.0,329216.0,1135.0
2018-10-01,62.9,7389.0,5008.75573698419,20917.867,6.7,250.3,1280.0,17749.8,100.0901,4.83,64.6,322800.0,205.373,5.527840524826286,803.4,60.5,7.2,3.8,1221.0,329379.0,1141.0
2018-11-01,62.9,7386.0,5058.747612464687,20917.867,6.5,249.9,1334.0,17795.7,95.3075,4.866,64.6,322800.0,205.111,5.527840524826286,808.8,60.6,6.4,3.8,1181.0,329527.0,1144.0
